time,open,high,low,close,volume
1765738500,7.196626797749621,7.196626797749621,7.196626797749621,7.196626797749621,20.06144013211604
1765738800,7.196626797749621,7.1967728487626585,7.1967728487626585,7.1967728487626585,157.5829621250446
1765739100,7.1967728487626585,7.1967728487626585,7.195736155164626,7.195736155164626,386.91046086487404
1765739400,7.195736155164626,7.195736155164626,7.194332310747678,7.194332310747678,349.60115852692945
1765739700,7.194332310747678,7.194332310747678,7.193342970571683,7.193342970571683,133.19628418645732
1765740000,7.193342970571683,7.193722325722684,7.193342970571683,7.193722325722684,53.40887446970457
1765740300,7.193722325722684,7.193722325722684,7.193722325722684,7.193722325722684,41.259999976916184
1765740600,7.193722325722684,7.192780948285207,7.192780948285207,7.192780948285207,217.56782005650695
1765740900,7.192780948285207,7.192780948285207,7.192331790868392,7.192331790868392,109.56766633905836
1765741200,7.192331790868392,7.1924416658739885,7.191406131078008,7.191406131078008,192.57612109441413
1765741500,7.191406131078008,7.191406131078008,7.190036148956503,7.190036148956503,300.1167460750629
1765741800,7.190036148956503,7.190036148956503,7.188890334797767,7.188891597865007,184.78920037277035
1765742100,7.188891597865007,7.188891597865007,7.166002626426429,7.170188876655423,5366.05904703085
1765742400,7.170188876655423,7.170188876655423,7.170188876655423,7.170188876655423,55.66062459158921
1765742700,7.170188876655423,7.170307107509843,7.170307107509843,7.170307107509843,95.10615225018648
1765743000,7.170307107509843,7.173870416380619,7.170371398139308,7.173870416380619,2007.5221402687798
1765743300,7.173870416380619,7.173870446169147,7.173870416380619,7.173870446169147,78.21786935157586
1765743600,7.173870446169147,7.1740522666660285,7.1740522666660285,7.1740522666660285,29.855647643871702
1765743900,7.1740522666660285,7.1741782551667725,7.1740522666660285,7.1741782551667725,114.40845094510676
1765744200,7.1741782551667725,7.1741782551667725,7.1741782551667725,7.1741782551667725,173.04783361155899
1765744500,7.1741782551667725,7.1741782551667725,7.1741782551667725,7.1741782551667725,111.91752769244407
1765744800,7.1741782551667725,7.194332598915265,7.1741782551667725,7.19431809420555,1832.7436855417177
1765745100,7.19431809420555,7.19431809420555,7.19431809420555,7.19431809420555,3.9007838651244975
1765745400,7.19431809420555,7.19431809420555,7.19431809420555,7.19431809420555,99.23970213966629
1765745700,7.19431809420555,7.19431809420555,7.19431809420555,7.19431809420555,304.63807009663014
1765746000,7.19431809420555,7.194510265333595,7.194317707794008,7.194510265333595,23.423853305144817
1765746300,7.194510265333595,7.172592694903504,7.172592694903504,7.172592694903504,2147.941547268182
1765746600,7.172592694903504,7.172617639114778,7.172617639114778,7.172617639114778,9.780137952110087
1765746900,7.172617639114778,7.172617639114778,7.172617639114778,7.172617639114778,19.089375658455825
1765747200,7.172617639114778,7.172914313963251,7.172617639114778,7.172914313963251,257.8140083577485
1765747500,7.172914313963251,7.172914313963251,7.172914313963251,7.172914313963251,13.380096099995985
1765747800,7.172914313963251,7.172914313963251,7.172914313963251,7.172914313963251,78.18414112853525
1765748100,7.172914313963251,7.172914313963251,7.172914313963251,7.172914313963251,350.7047432238864
1765748400,7.172914313963251,7.172914313963251,7.172914313963251,7.172914313963251,5.060370579383455
1765748700,7.172914313963251,7.172914313963251,7.172914313963251,7.172914313963251,256.807150448373
1765749000,7.172914313963251,7.172914313963251,7.172914313963251,7.172914313963251,63.72122512654158
1765749300,7.172914313963251,7.181897233992594,7.1769536625779855,7.1769536625779855,1118.7431765260394
1765749600,7.1769536625779855,7.1769536625779855,7.1769536625779855,7.1769536625779855,127.82944845950509
1765749900,7.1769536625779855,7.1769536625779855,7.1769536625779855,7.1769536625779855,72.10643372172845
1765750200,7.1769536625779855,7.1769536625779855,7.1769536625779855,7.1769536625779855,2.1487799265758487
1765750500,7.1769536625779855,7.1769536625779855,7.1769536625779855,7.1769536625779855,6.29452103164789
1765750800,7.1769536625779855,7.1769536625779855,7.1769536625779855,7.1769536625779855,37.815509445154596
1765751100,7.1769536625779855,7.177331642792385,7.1769536625779855,7.177331642792385,429.0560322296791
1765751400,7.177331642792385,7.177331642792385,7.177331642792385,7.177331642792385,186.76243105199873
1765751700,7.177331642792385,7.177331642792385,7.176797084016003,7.176797084016003,110.1125785370608
1765752000,7.176797084016003,7.190692263949273,7.176797084016003,7.190692263949273,3422.3347860677236
1765752300,7.190692263949273,7.18710177342618,7.1835139723592665,7.183545176280386,2138.5553568976256
1765752600,7.183545176280386,7.184678877124511,7.184606149920498,7.184678877124511,270.4449117665947
1765752900,7.184678877124511,7.184678877124511,7.184678877124511,7.184678877124511,297.2081389959912
1765753200,7.184678877124511,7.184678877124511,7.184678877124511,7.184678877124511,71.38829987715322
1765753500,7.184678877124511,7.184678877124511,7.184678877124511,7.184678877124511,102.6092567981698
1765753800,7.184678877124511,7.184678877124511,7.184678877124511,7.184678877124511,285.22615501855967
1765754100,7.184678877124511,7.1848099588949825,7.184595022759346,7.184595022759346,195.90241858401308
1765754400,7.184595022759346,7.184708100363659,7.184708100363659,7.184708100363659,122.8601840336163
1765754700,7.184708100363659,7.184721697370941,7.184708100363659,7.184721697370941,307.19352158411806
1765755000,7.184721697370941,7.184721697370941,7.167835953375698,7.167835953375698,2441.300477649367
1765755300,7.167835953375698,7.167389134572751,7.167389134572751,7.167389134572751,35.836945672863756
1765755600,7.167389134572751,7.167541051114739,7.167389134572751,7.167541051114739,282.1729489807776
1765756200,7.167541051114739,7.167541051114739,7.167541051114739,7.167541051114739,4.855624541294282
1765756500,7.167541051114739,7.167541051114739,7.167541051114739,7.167541051114739,72.24881379523657
1765756800,7.167541051114739,7.167541051114739,7.164996236389498,7.164996236389498,417.48590557025165
1765757100,7.164996236389498,7.1610739719717085,7.1610739719717085,7.1610739719717085,314.6080750759031
1765757400,7.1610739719717085,7.162622672607031,7.162444929139108,7.162444929139108,623.7800307126621
1765757700,7.162444929139108,7.162444929139108,7.162444929139108,7.162444929139108,0.41460921561877895
1765758000,7.162444929139108,7.159767667488278,7.159767667488278,7.159767667488278,291.2410651904413
1765758300,7.159767667488278,7.161149780067816,7.159767667488278,7.161149780067816,121.75060908879857
1765758600,7.161149780067816,7.18711917934386,7.161149780067816,7.18711917934386,2459.3092361828153
1765758900,7.18711917934386,7.18711917934386,7.18711917934386,7.18711917934386,69.76933361840086
1765759200,7.18711917934386,7.18442807818563,7.165403605934469,7.165403605934469,2063.7845262868927
1765759500,7.165403605934469,7.165403605934469,7.165403605934469,7.165403605934469,81.1032865956259
1765759800,7.165403605934469,7.165958731733707,7.165403605934469,7.165958731733707,246.9903980418237
1765760700,7.165958731733707,7.166003020089747,7.165958731733707,7.166003020089747,80.46737646046587
1765761000,7.166003020089747,7.174074016244304,7.168691838641574,7.174074016244304,645.4244407559844
1765761300,7.174074016244304,7.1888021970895934,7.174074016244304,7.1888021970895934,1973.2515140272324
1765761600,7.1888021970895934,7.246667726041924,7.191503854772718,7.246667726041924,5991.30330786505
1765761900,7.246667726041924,7.253965637440894,7.249188280698634,7.253692561950472,1312.5000896180973
1765762200,7.253692561950472,7.253692561950472,7.245926854680041,7.246679004557948,764.7621817818558
1765762500,7.246679004557948,7.248352674797124,7.248352674797124,7.248352674797124,264.4934992436295
